ANT412H1|Historical Archaeology|ANT200Y1/  ARH100Y1/  HIS374H1||Society and its Institutions (3)
ANT415Y1|Laboratory in Faunal Archaeo-Osteology|ARH312Y1||Living Things and Their Environment (4), The Physical and Mathematical Universes (5)
ANT416H1|Archaeology of Ritual and Identity|ARH205H1/  ARH305H1, and one of  ANT100Y1/  ANT200Y1/  ARH100Y1/  ANT356H1||Thought, Belief and Behaviour (2)
ANT419H1|Current Debates in Palaeolithic Archaeology|ANT200Y1/  ARH100Y1/  ANT203Y1||Society and its Institutions (3)
ANT420H1|Archaeology of Inequality|ANT200Y1/  ARH100Y1,  ARH205H1/  ARH305H1||Society and its Institutions (3)
ANT425H1|Language in Anthropological Thought|ANT204H1 or  ANT207H1 or  ANT253H1 and a 0.5 credit 300+ level course from Group C: Society, Culture, and Language||Thought, Belief and Behaviour (2)
ANT426H1|Western Views of the Non-West|0.5 credit at the 300-level from Anthropology Group C: Society, Culture, and Language, or Near and Middle Eastern Civilization or Jewish Studies or Diaspora and Transnational Studies or History||Creative and Cultural Representations (1)
ANT430H1|Primate Conservation Biology|ANT203Y1||Living Things and Their Environment (4)
ANT431H1|The Real Planet of the Apes|ANT203Y1||Living Things and Their Environment (4)
ANT434H1|Health, Diet & Disease in the Past|ANT334H1||Living Things and Their Environment (4)
ANT435H1|Anthropology of Childhood and Childcare|ANT203Y1 or  ANT208H1||Living Things and Their Environment (4)
ANT436H1|Primate Ecology & Social Behavior|ANT203Y1||Living Things and Their Environment (4)
ANT437H1|Introduction to Virtual Anthropology|ANT334H1 or  ARH312Y1||The Physical and Mathematical Universes (5)
ANT438H1|Topics in Emerging Scholarship (Evolutionary Anthropology)|ANT203Y1 and a 0.5 credit 300+ level course from Group B: Evolutionary||Living Things and Their Environment (4)
ANT441H1|Love, Sex, and Marriage|ANT207H1 and  ANT343H1||Society and its Institutions (3)
ANT450H1|Multispecies Cities|ANT204H1 or  ANT207H1 and a 300-level course or above in Society, Culture and Language||Society and its Institutions (3)
ANT455H1|Anthropology of the Middle East|ANT207H1||Thought, Belief and Behaviour (2)
ANT456H1|Queer Ethnography|ANT207H1 and any 300-level course in Society, Culture and Language||Society and its Institutions (3)
ANT457H1|Anthropology of Material Culture|ANT200Y1/  ARH100Y1/  ANT207H1||Creative and Cultural Representations (1)
ANT458H1|Indigenous Health Histories and Canadian Settler Colonialism|Any 300 or 400 level course in Society, Culture and Language or  INS350H1 or  INS355H1 or  JFP450H1 or permission of the instructor||Society and its Institutions (3)
ANT459H1|Multispecies Ethnography|ANT376H1 or three 300-level anthropology courses in any subfield or permission of instructor||Thought, Belief and Behaviour (2)
ANT460H1|Global Perspectives on Women's Health|ANT343H1/ ANT345H1/ ANT348H1||Society and its Institutions (3)
ANT462H1|Anthropology of Affect|ANT207H1 and any 300-level course in Society, Culture and Language||Thought, Belief and Behaviour (2)
ANT463H1|Anthropology of Racial Capitalism and Dispossession|ANT204H1/  ANT207H1||Society and its Institutions (3)
ANT464H1|Black Ethnographies|ANT342H1||Society and its Institutions (3)
ANT465H1|Ethnographic Practicum: Toronto Tours|ANT380H1. Students who do not meet the prerequisite are encouraged to contact the Department.||Society and its Institutions (3)
ANT472H1|Japan in Global Context: Anthropological Perspectives|ANT204H1/ ANT207H1||Society and its Institutions (3)
ANT473H1|Ethnographic Practicum: The University|ANT380H1 or permission of the instructor||Society and its Institutions (3)
ANT474H1|Ethnographies of HIV/AIDS: Risk, Vulnerability, and Care|ANT348H1 or  ANT345H1 or  ANT358H1 or  ANT343H1||Society and its Institutions (3)
ANT475H1|Reading Ethnography|ANT207H1 and  ANT370H1||Society and its Institutions (3)
ANT477H1|Transnational Korea in and outside the Peninsula|ANT207H1 and 0.5 credit at the 300+ level from BR=1/2/3 courses||Society and its Institutions (3)
ANT480H1|Special Topics in Anthropological Research|Any 200-level Anthropology course and 1.0 credit at the 300+ level||
ANT480Y1|Special Topics in Anthropological Research|Any 200-level Anthropology course and 1.0 credit at the 300+ level||
ANT481H1|Special Topics in Evolutionary Anthropology|ANT203Y1 and a 0.5 credit 300+ level course from Group B: Evolutionary||Living Things and Their Environment (4)
ANT483H1|Special Topics in Linguistic Anthropology|ANT253H1 and 1.0 credit at the 300-level from Group C: Society, Culture and Language||Thought, Belief and Behaviour (2)
ANT484H1|Special Topics in Social Cultural Anthropology|ANT207H1 and 1.0 credit at the 300-level from Group C: Society, Culture and Language||Society and its Institutions (3)
ANT485H1|Topics in Emerging Scholarship (Society, Culture and Language)|ANT207H1 and 1.0 credit at the 300+ level from Group C: Society, Culture and Language||Society and its Institutions (3)
ANT486H1|Special Topics: Socio-Cultural Research Seminar|ANT207H1 and 1.0 credit at the 300+ level from Group C: Society, Culture and Language||Society and its Institutions (3)
ANT488H1|Special Topics in Medical Anthropology|ANT205H1,  ANT208H1, and 1.0 credit in ANT/ARH/JAH/JAL/JAR courses at the 300-level||Society and its Institutions (3)
ANT490Y1|Field Course in Social and Cultural Anthropology|ANT204H1 or  ANT207H1, and 1.0 credit from Group C: Society, Culture, and Language||Society and its Institutions (3)
ANT491H1|Internship in Anthropology|14.0 credits, 3.0 credits in Anthropology||Society and its Institutions (3)
ANT491Y1|Internship in Anthropology|14.0 credits, 3.0 credits in Anthropology||Society and its Institutions (3)
ANT497Y1|Independent Research|A minimum of 10.0 credits, permission of Supervisor and Undergraduate Coordinator.||
ANT498H1|Independent Research|A minimum of 10.0 credits, permission of Supervisor and Undergraduate Coordinator.||
ANT499H1|Independent Research|A minimum of 10.0 credits, permission of Supervisor and Undergraduate Coordinator.||
APM236H1|Applications of Linear Programming|MAT221H1/  MAT223H1/  MAT223H5/  MATA22H3/  MATA23H3/  MAT240H1/  MAT240H5||The Physical and Mathematical Universes (5)
APM306Y1|Mathematics and Law|MAT133Y1/  MAT135H1/  MAT135H5/  MAT136H1/  MAT136H5/  MAT137Y1/  MAT157Y1,  MAT221H1/  MAT223H1/  MAT240H1||The Physical and Mathematical Universes (5), Society and its Institutions (3)
APM346H1|Partial Differential Equations|MAT235Y1/  MAT235Y5/ ( MAT232H5,  MAT236H5)/ ( MATB41H3,  MATB42H3)/  MAT237Y1/  MAT237Y5/  MAT257Y1, ( MAT244H1/  MATB44H3/  MAT244H5/  MAT267H1)||The Physical and Mathematical Universes (5)
APM348H1|Mathematical Modelling|MAT244H1/ MAT267H1,  MAT224H1/ MAT247H1,  STA237H1/ STA247H1/ STA257H1/ MAT377H1||The Physical and Mathematical Universes (5)
APM396H1|Independent Reading in Applied Mathematics|Minimum GPA 3.5 for APM and MAT courses, permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.||The Physical and Mathematical Universes (5)
APM421H1|Mathematical Foundations of Quantum Mechanics and Quantum Information Theory|( MAT224H1/ MAT247H1,  MAT337H1)/  MAT357H1||The Physical and Mathematical Universes (5)
APM426H1|General Relativity|MAT363H1/ MAT367H1||The Physical and Mathematical Universes (5)
APM441H1|Asymptotic and Perturbation Methods|APM346H1/ MAT351Y1,  MAT334H1/ MAT354H1||The Physical and Mathematical Universes (5)
APM446H1|Applied Nonlinear Equations|APM346H1/ MAT351Y1||The Physical and Mathematical Universes (5)
APM461H1|Combinatorial Methods|MAT224H1/ MAT247H1,  MAT137Y1/ MAT157Y1,  MAT301H1/ MAT347Y1||The Physical and Mathematical Universes (5)
APM462H1|Nonlinear Optimization|( MAT223H1, MAT224H1) / MAT247H1,  MAT235Y1/ MAT237Y1/ MAT257Y1||The Physical and Mathematical Universes (5)
APM466H1|Mathematical Theory of Finance|APM346H1,  STA347H1|STA457H1|The Physical and Mathematical Universes (5)
APM496H1|Independent Readings in Applied Mathematics|minimum GPA 3.5 for APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor||The Physical and Mathematical Universes (5)
ARH100Y1|Introduction to Archaeology|||Society and its Institutions (3)
ARH205H1|Archaeological Inference|ANT200Y1/  ARH100Y1||Society and its Institutions (3)
ARH306Y1|Archaeological Field Methods|ANT200Y1/  ARH100Y1/ ( NMC260H1,  NMC262H1)/  NMC261Y0||
ARH309H1|Archaeology, Ethics, and the Public|ANT200Y1/  ARH100Y1||Society and its Institutions (3)
ARH312Y1|Archaeological Laboratory|ANT200Y1/  ARH100Y1,  ARH205H1/  ARH305H1, and one of  EEB225H1/  GGR270H1*/  STA220H1/  STA221H1/  STA257H1/  STA261H1/  ANTC35H3** Note: *Geography pre- or co-requisites waived for Anthropology and Archaeology students; ** to be taken at the Scarborough Campus||The Physical and Mathematical Universes (5)
ARH360H1|Prehistory of the Near East|ANT200Y1/  ARH100Y1/ ( NMC260H1,  NMC262H1)||Society and its Institutions (3)
ARH361H0|Field Archaeology|||
ARH361H1|Field Archaeology|Permission of Undergraduate Co-ordinator and Supervisor||
ARH361Y0|Field Archaeology|||
ARH361Y1|Field Archaeology|Permission of Undergraduate Co-ordinator and Supervisor||
ARH398H0|Research Excursions|||
ARH398Y0|Research Excursions|||
ARH440H1|Photogrammetry and 3D Analysis of Material Culture|1.0 credit in ANT/ ARH/ FAH courses at the 300+ level||Creative and Cultural Representations (1)
ARH482H1|Special Topics in Archaeology|ARH205H1/ ARH305H1||
ARH494H1|Topics in Emerging Scholarship (Archaeology)|ARH205H1/ ARH305H1||Society and its Institutions (3)
ARH495H1|Archaeology Research Practicum|A minimum of 14.0 credits, permission of Supervisor and Undergraduate Coordinator.||
AST101H1|The Sun and Its Neighbours|||The Physical and Mathematical Universes (5)
AST121H1|Origin and Evolution of the Universe|SPH4U Physics; MCB4U Calculus||The Physical and Mathematical Universes (5)
AST198H1|Great Astronomical Issues|||The Physical and Mathematical Universes (5)
AST199H1|Astronomy at the Frontier|||The Physical and Mathematical Universes (5)
